Telephone Calls by Prime Minister on New Year	ಹೊಸ ವರ್ಷದಂದು ಪ್ರಧಾನಮಂತ್ರಿಯವರಿಂದ ದೂರವಾಣಿ ಕರೆಗಳು
PM to inaugurate 107th Indian Science Congress tomorrow at UAS, Bangalore	ನಾಳೆ ಬೆಂಗಳೂರಿನ ಕೃಷಿ ವಿಶ್ವವಿದ್ಯಾಲಯದಲ್ಲಿ (ಯುಸ್) 107ನೇ ಭಾರತೀಯ ವಿಜ್ಞಾನ ಕಾಂಗ್ರೆಸ್ ಉದ್ಘಾಟಿಸಲಿರುವ ಪ್ರಧಾನ ಮಂತ್ರಿ
Prime Minister inaugurates 107th Indian Science Congress	ಎ ಸ್) 107ನೇ ಭಾರತೀಯ ವಿಜ್ಞಾನ ಕಾಂಗ್ರೆಸ್ ಉದ್ಘಾಟಿಸಲಿರುವ ಪ್ರಧಾನ ಮಂತ್ರಿ
The Prime Minister Shri Narendra Modi will inaugurate 107thIndian Science Congress at University of Agricultural Sciences, GKVK, Bengaluru on Friday 3 January 2020	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು, ನಾಳೆ 2020ರ ಜನವರಿ 3ರಂದು ಶುಕ್ರವಾರ ಬೆಂಗಳೂರಿನ, ಜಿಕೆವಿಕೆ, ಕೃಷಿ ವಿಶ್ವವಿದ್ಯಾಲಯದಲ್ಲಿ 107ನೇ ಭಾರತೀಯ ವಿಜ್ಞಾನ ಕಾಂಗ್ರೆಸ್ ಉದ್ಘಾಟಿಸಲಿದ್ದಾರೆ.
The Theme of the India Science Congress (ISC) this year is Science and Technology: Rural Development	ಈ ಬಾರಿಯ ಭಾರತೀಯ ವಿಜ್ಞಾನ ಕಾಂಗ್ರೆಸ್ ನ (ಐ ಸ್ ಿವಿಷಯ “ವಿಜ್ಞಾನ ಮತ್ತು ತಂತ್ರಜ್ಞಾನ: ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ’ ಎಂಬುದಾಗಿದೆ.
PM to release 3rd installment of Rs 2000 to 6 crore beneficiaries under PM KISAN	ಪ್ರಧಾನಮಂತ್ರಿ ಕಿಸಾನ್ ಅಡಿಯಲ್ಲಿ 6 ಕೋಟಿ ಫಲಾನುಭವಿಗಳಿಗೆ 2000 ರೂ.
Prime Minister Shri Narendra Modi distributed Agriculture Ministers Krishi Karman Awards for Progressive Farmers and Commendation Awards to the states at a public meeting in Tumkur, Karnataka today	ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು ಇಂದು ಕರ್ನಾಟಕದ ತುಮಕೂರಿನಲ್ಲಿ ನಡೆದ ಸಾರ್ವಜನಿಕ ಸಭೆಯಲ್ಲಿ ಪ್ರಗತಿಪರ ರೈತರಿಗಾಗಿ ಕೃಷಿ ಸಚಿವರ ಕೃಷಿ ಕರ್ಮಣ್ ಪ್ರಶಸ್ತಿಗಳು ಮತ್ತು ರಾಜ್ಯಗಳಿಗೆ ಪ್ರಶಂಸಾ ಪ್ರಶಸ್ತಿಗಳನ್ನು ವಿತರಿಸಿದರು.
He also released the 3rd installment of PM Kisan (Pradhan Mantri Kisan Samman Nidhi) of Rs 2000 for the period December 2019 - March 2020	ಅವರು ಪಿಎಂ ಕಿಸಾನ್ (ಪ್ರಧಾನ್ ಮಂತ್ರಿ ಕಿಸಾನ್ ಸಮ್ಮಾನ್ ನಿಧಿ) ಯ ಡಿಸೆಂಬರ್ 2019 - ಮಾರ್ಚ್ 2020 ರ ಅವಧಿಯ 3 ನೇ ಕಂತು ಬಿಡುಗಡೆ ಮಾಡಿದರು.
He will also distribute Kisan Credit Cards (KCC) to select farmers of Karnataka.	ಕರ್ನಾಟಕದ ಆಯ್ದ ರೈತರಿಗೆ ಕಿಸಾನ್ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್‌ಗಳನ್ನು (ಕೆಸಿಸಿ) ವಿತರಿಸಿದರು.
Prime Minister also handed over the keys of Deep Sea fishing Vessels and Fishing Vessel Transponders to select farmers of Tamil Nadu.	ತಮಿಳುನಾಡಿನ ಆಯ್ದ ಮೀನುಗಾರಿಗೆ ಆಳ ಸಮುದ್ರದ ಮೀನುಗಾರಿಕಾ ಹಡಗುಗಳು ಮತ್ತು ಮೀನುಗಾರಿಕೆ ಹಡಗು ಟ್ರಾನ್ಸ್‌ಪಾಂಡರ್‌ಗಳ ಕೀಲಿಗಳನ್ನು ಪ್ರಧಾನಿಯವರು ಹಸ್ತಾಂತರಿಸಿದರು.
On behalf of 130 crore countrymen, the Prime Minister thanked ther countrys farmers for their toil.	ಅವರ ಶ್ರಮಕ್ಕಾಗಿ ದೇಶದ ರೈತರಿಗೆ 130 ಕೋಟಿ ಜನರ ಪರವಾಗಿ ಪ್ರಧಾನಮಂತ್ರಿಯವರು ಧನ್ಯವಾದ ಅರ್ಪಿಸಿದರು.
The Prime Minister said that the land of Karnataka also witnessed a historic moment when money under the PM-Kisan scheme has been distributed directly into the personal accounts of nearly 6 Crore Farmers in the country	ಪಿಎಂ ಕಿಸಾನ್ ಯೋಜನೆಯಡಿ ಹಣವನ್ನು ದೇಶದ ಸುಮಾರು 6 ಕೋಟಿ ರೈತರ ವೈಯಕ್ತಿಕ ಖಾತೆಗಳಿಗೆ ನೇರವಾಗಿ ವಿತರಿಸಿದ ಐತಿಹಾಸಿಕ ಕ್ಷಣಕ್ಕೆ ಕರ್ನಾಟಕದ ನೆಲ ಕೂಡ ಸಾಕ್ಷಿಯಾಗಿದೆ ಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
Prime Minister said a total of Rs 12 Thousand Crores has been deposited under the 3rd tranche of the scheme.	ಯೋಜನೆಯ 3 ನೇ ಹಂತದ ಅಡಿಯಲ್ಲಿ ಒಟ್ಟು 12 ಸಾವಿರ ಕೋಟಿ ರೂ.
He hoped that the States that havent implemented the PM Kisan Samman Nidhi Yojana, will do it and political parties will rise over politics to help the farmers in their States.	ಪಿಎಂ ಕಿಸಾನ್ ಸಮ್ಮಾನ್ ನಿಧಿ ಯೋಜನೆಯನ್ನು ಜಾರಿಗೊಳಿಸದ ರಾಜ್ಯಗಳು ಇದನ್ನು ಅನುಷ್ಠಾನಗೊಳಿಸಲಿವೆ ಮತ್ತು ರಾಜಕೀಯ ಪಕ್ಷಗಳು ತಮ್ಮ ರಾಜ್ಯಗಳಲ್ಲಿನ ರೈತರಿಗೆ ಸಹಾಯ ಮಾಡಲು ರಾಜಕೀಯದಿಂದಾಚೆ ಬರಲಿವೆ ಎಂದು ಅವರು ಆಶಿಸಿದರು.
PM recalled that there was also a period in the country, when one rupee was sent for the poor in the country and only 15 paise out of it reached the beneficiaries	ದೇಶದಲ್ಲಿ ಬಡವರಿಗೆ ಒಂದು ರೂಪಾಯಿ ಕಳುಹಿಸಿದರೆ, ಅದರಲ್ಲಿ ಕೇವಲ 15 ಪೈಸೆ ಮಾತ್ರ ಫಲಾನುಭವಿಗಳಿಗೆ ತಲುಪುತ್ತಿದ್ದ ಕಾಲವೊಂದಿತ್ತು ಎಂದು ನೆನಪಿಸಿಕೊಂಡ ಪ್ರಧಾನಿಯವರು, ಈಗ ಮಧ್ಯವರ್ತಿಗಳ ಹಸ್ತಕ್ಷೇಪವಿಲ್ಲದೆ ನೇರವಾಗಿ ಬಡವರಿಗೆ ಹಣ ತಲುಪುತ್ತಿದೆ ಎಂದರು.
He also said that the centre has always given priority to the interests of our farmers with the schemes like crop insurance, soil health cards and 100% neem coated urea.	100 ಬೇವು ಲೇಪಿತ ಯೂರಿಯಾ ಮುಂತಾದ ಯೋಜನೆಗಳೊಂದಿಗೆ ಕೇಂದ್ರವು ನಮ್ಮ ರೈತರ ಹಿತಾಸಕ್ತಿಗೆ ಯಾವಾಗಲೂ ಆದ್ಯತೆ ನೀಡಿದೆ ಎಂದು ಅವರು ಹೇಳಿದರು.
Spice production in India has increased by more than 2million tons, so the export has also increased from about Rs 15 thousand crore to about Rs 19 thousand crore.	ಭಾರತದಲ್ಲಿ ಮಸಾಲೆ ಪದಾರ್ಥಗಳ ಉತ್ಪಾದನೆಯು 2 ದಶಲಕ್ಷ ಟನ್‌ಗಳಿಗಿಂತ ಹೆಚ್ಚಾಗಿದೆ, ಆದ್ದರಿಂದ ರಫ್ತು ಸುಮಾರು 15 ಸಾವಿರ ಕೋ ೂ ಳಿಂದ 19 ಸಾವಿರ ಕೋ.
He said that apart from horticulture, South India also has a large share in the production of pulses, oil and coarse grains.	ತೋಟಗಾರಿಕೆಯನ್ನು ಹೊರತುಪಡಿಸಿ, ದ್ವಿದಳ ಧಾನ್ಯಗಳು, ತೈಲ ಮತ್ತು ಒರಟು ಧಾನ್ಯಗಳ ಉತ್ಪಾದನೆಯಲ್ಲಿ ದಕ್ಷಿಣ ಭಾರತಕ್ಕೂ ಹೆಚ್ಚಿನ ಪಾಲು ಇದೆ ಎಂದು ಅವರು ಹೇಳಿದರು.
Prime Minister said, Seed hubs have been built to promote pulses production in India, of which more than 30 centers are located in Karnataka, Andhra, Kerala, Tamil Nadu and Telangana itself.	ಭಾರತದಲ್ಲಿ ದ್ವಿದಳ ಧಾನ್ಯಗಳ ಉತ್ಪಾದನೆಯನ್ನು ಉತ್ತೇಜಿಸಲು ಬೀಜ ಕೇಂದ್ರಗಳನ್ನು ನಿರ್ಮಿಸಲಾಗಿದೆ, ಅದರಲ್ಲಿ 30 ಕ್ಕೂ ಹೆಚ್ಚು ಕೇಂದ್ರಗಳು ಕರ್ನಾಟಕ, ಆಂಧ್ರ, ಕೇರಳ, ತಮಿಳುನಾಡು ಮತ್ತು ತೆಲಂಗಾಣದಲ್ಲಿಯೇ ಇವೆಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
Referring to the Governments efforts on Fisheries sector, Prime Minister said the government is working at three levels to strengthen the sector.	ಮೀನುಗಾರಿಕೆ ಕ್ಷೇತ್ರದ ಬಗ್ಗೆ ಸರ್ಕಾರದ ಪ್ರಯತ್ನಗಳನ್ನು ಉಲ್ಲೇಖಿಸಿದ ಪ್ರಧಾನಿಯವರು, ಈ ವಲಯವನ್ನು ಬಲಪಡಿಸಲು ಸರ್ಕಾರ ಮೂರು ಹಂತಗಳಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿದೆ ಎಂದು ಹೇಳಿದರು.
First - Encouraging fisheries in villages through financial assistance to fishermen.	ಮೊದಲನೆಯದು - ಮೀನುಗಾರರಿಗೆ ಆರ್ಥಿಕ ನೆರವು ನೀಡುವ ಮೂಲಕ ಗ್ರಾಮಗಳಲ್ಲಿ ಮೀನುಗಾರಿಕೆಯನ್ನು ಪ್ರೋತ್ಸಾಹಿಸುವುದು.
Second- Modernizing the fishing boats under the Blue Revolution Scheme.	ಎರಡನೆಯದು- ನೀಲಿ ಕ್ರಾಂತಿ ಯೋಜನೆಯಡಿ ಮೀನುಗಾರಿಕೆ ದೋಣಿಗಳನ್ನು ಆಧುನೀಕರಿಸುವುದು.
And third - Constructing modern infrastructure related to fish trade and business.	ಮತ್ತು ಮೂರನೆಯದು - ಮೀನು ವ್ಯಾಪಾರ ಮತ್ತು ವ್ಯವಹಾರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಆಧುನಿಕ ಮೂಲಸೌಕರ್ಯಗಳನ್ನು ನಿರ್ಮಿಸುವುದು.
New fishing harbours are being built in large rivers and in the sea for the convenience of fish farmers	ಮೀನಗಾರರ ಅನುಕೂಲಕ್ಕಾಗಿ ದೊಡ್ಡ ನದಿಗಳಲ್ಲಿ ಮತ್ತು ಸಮುದ್ರದಲ್ಲಿ ಹೊಸ ಮೀನುಗಾರಿಕೆ ಬಂದರುಗಳನ್ನು ನಿರ್ಮಿಸಲಾಗುತ್ತಿದೆ.
Fishermens boats are being modernized for deep sea fishing and navigation devices are being installed in boats for the protection of fishermen with the help of ISRO.	ಆಳ ಸಮುದ್ರದ ಮೀನುಗಾರಿಕೆಗಾಗಿ ಮೀನುಗಾರರ ದೋಣಿಗಳನ್ನು ಆಧುನೀಕರಿಸಲಾಗುತ್ತಿದೆ ಮತ್ತು ಇಸ್ರೊ ಸಹಾಯದಿಂದ ಮೀನುಗಾರರ ರಕ್ಷಣೆಗಾಗಿ ದೋಣಿಗಳಲ್ಲಿ ಸಂಚರಣೆ (ನ್ಯಾವಿಗೇಷನ್) ಸಾಧನಗಳನ್ನು ಅಳವಡಿಸಲಾಗುತ್ತಿದೆ ” ಎಂದು ಪ್ರಧಾನಿ ಹೇಳಿದರು.
This will give impetus to people and states doing better work in these areas, he added.	ಇದು ಈ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ಉತ್ತಮ ಕೆಲಸ ಮಾಡುವವರಿಗೆ ಮತ್ತು ರಾಜ್ಯಗಳಿಗೆ ಉತ್ತೇಜನ ನೀಡುತ್ತದೆ ಎಂದು ಹೇಳಿದರು.
PM to dedicate Five DRDO Young Scientists Laboratories to the nation	ಐದು ಯುವ ವಿಜ್ಞಾನಿ ರಕ್ಷಣಾ ಸಂಶೋಧನೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ ಸಂಸ್ಥೆ (ಡಿ ರ್ ಿ ) ಪ್ರಯೋಗಾಲಯಗಳನ್ನು ರಾಷ್ಟ್ರಕ್ಕೆ ಸಮರ್ಪಿಸಿದ ಪ್ರಧಾನಮಂತ್ರಿ
Shri Narendra Modi had then asked DRDO to empower the youth, by giving them decision making powers and challenging research opportunities.	ಅಂದು ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು ಡಿಆರ್ ಿೆ ಯುವಜನರನ್ನು ಸಬಲೀಕರಿಸಲು, ಅವರಿಗೆ ನಿರ್ಧಾರ ಕೈಗೊಳ್ಳುವ ಅಧಿಕಾರ ಮತ್ತು ಸಂಶೋಧನಾ ಅವಕಾಶಗಳ ಸವಾಲು ನೀಡುವಂತೆ ಸೂಚಿಸಿದ್ದರು.
Prime Minister asked the scientists to prepare a definite roadmap for the new decade where DRDO should be able to set the direction and pace of scientific research in various fields in India.	ಹೊಸ ದಶಕಕ್ಕೆ ನಿರ್ದಿಷ್ಟವಾದ ಮಾರ್ಗಸೂಚಿಯನ್ನು ರೂಪಿಸುವಂತೆ, ವಿಜ್ಞಾನಿಗಳಿಗೆ ಕರೆ ನೀಡಿದ ಪ್ರಧಾನಮಂತ್ರಿಗಳು, ಅಲ್ಲಿ ಭಾರತದ ವಿವಿಧ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ವೈಜ್ಞಾನಿಕ ಸಂಸೋಧನೆಗೆ ವೇಗ ಮತ್ತು ದಿಕ್ಕು ತೋರಿಸಲು ಡಿ ರ್ ಿಾಧ್ಯವಾಗುವಂತಿರಬೇಕು ಎಂದರು.
Addressing the scientists, Prime Minister said Indias Missile programme is one of the outstanding programmes in the world	ವಿಜ್ಞಾನಿಗಳನ್ನು ಉದ್ದೇಶಿಸಿ ಮಾತನಾಡಿದ ಪ್ರಧಾನಮಂತ್ರಿಯವರು, ಭಾರತದ ಕ್ಷಿಪಣಿ ಕಾರ್ಯಕ್ರಮ ವಿಶ್ವದಲ್ಲಿನ ಅತ್ಯುತ್ತಮ ಕಾರ್ಯಕ್ರಮಗಳಲ್ಲಿ ಒಂದಾಗಿದೆ ಎಂದರು.
He also appreciated the Indian Space Programme and air defence systems.	ಭಾರತೀಯ ಬಾಹ್ಯಾಕಾಶ ಕಾರ್ಯಕ್ರಮ ಮತ್ತು ವಾಯು ರಕ್ಷಣೆ ವ್ಯವಸ್ಥೆಯನ್ನು ಅವರು ಶ್ಲಾಘಿಸಿದರು.
Prime Minister said India cannot be left behind in the field of scientific research	ಭಾರತವು ವೈಜ್ಞಾನಿಕ ಸಂಶೋಧನೆಯ ಕ್ಷೇತ್ರದಲ್ಲಿ ಎಂದಿಗೂ ಹಿಂದೆ ಬೀಳಬಾರದು ಎಂದು ಪ್ರಧಾನಮಂತ್ರಿಯವರು ಹೇಳಿದರು.
He said the Government is willing to walk the extra mile with the scientific community so that it can invest time in emerging technologies and innovations for national security.	ರಾಷ್ಟ್ರೀಯ ಭದ್ರತೆಗಾಗಿ ಉದಯೋನ್ಮುಖ ತಂತ್ರಜ್ಞಾನಗಳು ಮತ್ತು ನಾವೀನ್ಯತೆಗಳಲ್ಲಿ ಸಮಯವನ್ನು ಹೂಡಿಕೆ ಮಾಡಲು, ವೈಜ್ಞಾನಿಕ ಸಮುದಾಯದೊಂದಿಗೆ ಹೆಚ್ಚುವರಿ ಮೈಲಿಗಳಲ್ಲಿ ಸಾಗಲು ಸರ್ಕಾರವು ಸಿದ್ಧವಾಗಿದೆ ಎಂದು ಅವರು ಹೇಳಿದರು ಿ ರ್ ಿನಾವಿನ್ಯತೆಗಳು ಮೇಕ್ ಇನ್ ಇಂಡಿಯಾದಂಥ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ಬಲಪಡಿಸುವಲ್ಲಿ ಮತ್ತು ದೇಶದಲ್ಲಿ ಚಲನಶೀಲ ರಕ್ಷಣಾ ವಲಯದ ಉತ್ತೇಜನದಲ್ಲಿ ಮಹತ್ವದ ಪಾತ್ರ ವಹಿಸುತ್ತವೆ  ಎಂದು ಪ್ರಧಾನಮಂತ್ರಿಯವರು ಹೇಳಿದರು.
The establishment of the five DRDO Young Scientist Labs lays down the foundation for research and development of futuristic technologies	ಐದು ಡಿ ರ್ ಿುವ ವಿಜ್ಞಾನಿಗಳ ಪ್ರಯೋಗಾಲಯ ಸ್ಥಾಪನೆಯು ಭವಿಷ್ಯದ ತಂತ್ರಜ್ಞಾನಗಳ ಸಂಶೋಧನೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿಗೆ ನಾಂದಿ ಹಾಡುತ್ತದೆ ಎಂದರು.
It will be a big leap forward for DRDO from the goal of making India self reliant to future ready in defence technologies.	ಇದು ಭವಿಷ್ಯದ ರಕ್ಷಣಾ ತಂತ್ರಜ್ಞಾನದಲ್ಲಿ ಭಾರತವನ್ನು ಸ್ವಾವಲಂಬಿಯನ್ನಾಗಿರುವ ಗುರಿಯತ್ತ ಡಿ ರ್ ಿದೊಡ್ಡ ದಾಪುಗಾಲಾಗಿದೆ ಎಂದರು.
The research in the hot and critical area of Smart Materials and their applications will be based out of Hyderabad.	ಪ್ರಮುಖ ಕ್ಷೇತ್ರವಾದ ಸ್ಮಾರ್ಟ್ ಮೆಟೀರಿಯಲ್ ಮತ್ತು ಅದರ ಆನ್ವಯಿಕಗಳ ಸಂಶೋಧನೆ ಹೈದ್ರಾಬಾದ್ ನಲ್ಲಿರಲಿದೆ.
PM pays tributes to Savitribai Phule on her Jayanti	ಸಾವಿತ್ರಿಬಾಯಿ ಫುಲೆ ಜಯಂತಿ: ಪ್ರಧಾನಮಂತ್ರಿ ಗೌರವ ನಮನ
The Prime Minister, Shri Narendra Modi has paid tributes to Savitribai Phule on her Jayanti.	ಶ್ರೀಮತಿ ಸಾವಿತ್ರಿಬಾಯಿ ಫುಲೆ ಅವರ ಜಯಂತಿಯಂದು ಪ್ರಧಾನಮಂತ್ರಿ ಶ್ರೀ ನರೇಂದ್ರ ಮೋದಿ ಅವರು ಗೌರವ ನಮನ ಸಲ್ಲಿಸಿದರು.
Prime Minister inaugurates 107th Indian Science Congress	107 ನೇ ಭಾರತೀಯ ವಿಜ್ಞಾನ ಕಾಂಗ್ರೆಸ್ ಉದ್ಘಾಟನೆಯಲ್ಲಿ ಪ್ರಧಾನ ಮಂತ್ರಿಯವರ ಭಾಷಣ
Friends, first and foremost I wish you all a happy 2020	ಸ್ನೇಹಿತರೇ, ಮೊದಲನೆಯದಾಗಿ ನಿಮ್ಮೆಲ್ಲರಿಗೂ 2020 ರ ಶುಭಾಶಯಗಳು.
May this year be marked by prosperity in your lives and productivity in your labs	ಈ ವರ್ಷವು ನಿಮ್ಮ ಜೀವನದಲ್ಲಿ ಸಮೃದ್ಧಿ ಮತ್ತು ನಿಮ್ಮ ಪ್ರಯೋಗಾಲಯಗಳಲ್ಲಿ ಉತ್ಪಾದಕತೆಯನ್ನು ತರಲಿ.
I am particularly happy that one of my first programmes in the start of a new-year and new decade is linked to science, technology and innovation	ನೂತನ ವರ್ಷ ಮತ್ತು ದಶಕದ ಆರಂಭದಲ್ಲಿ ನನ್ನ ಮೊದಲ ಕಾರ್ಯಕ್ರಮ ವಿಜ್ಞಾನ, ತಂತ್ರಜ್ಞಾನ ಮತ್ತು ಆವಿಷ್ಕಾರಕ್ಕೆ ಸಂಬಂಧಿಸಿದ್ದಾಗಿದೆ ಎಂಬುದು ನನಗೆ ವಿಶೇಷ ಸಂತೋಷ ತಂದಿದೆ.
This programme is happening in Bengaluru, a city linked with science and innovation	ವಿಜ್ಞಾನ ಮತ್ತು ಆವಿಷ್ಕಾರಕ್ಕೆ ಸಂಬಂಧಿಸಿರುವ ನಗರವಾದ ಬೆಂಗಳೂರಿನಲ್ಲಿ ಈ ಕಾರ್ಯಕ್ರಮ ನಡೆಯುತ್ತಿದೆ.
That time, the manner in which our nation celebrated science, our space programme and the strengths of our scientists will always be a part of my memory.	ಆ ಸಮಯದಲ್ಲಿ, ನಮ್ಮ ರಾಷ್ಟ್ರವು ವಿಜ್ಞಾನವನ್ನು ಸಂಭ್ರಮಿಸಿದ ರೀತಿ, ನಮ್ಮ ಬಾಹ್ಯಾಕಾಶ ಕಾರ್ಯಕ್ರಮ ಮತ್ತು ನಮ್ಮ ವಿಜ್ಞಾನಿಗಳ ಸಾಮರ್ಥ್ಯಗಳು ಯಾವಾಗಲೂ ನನ್ನ ನೆನಪಿನ ಒಂದು ಭಾಗವಾಗಿರುತ್ತವೆ.
Friends, Bengaluru the city of gardensis now a wonderful field for start-ups	ಸ್ನೇಹಿತರೇ, ಉದ್ಯಾನ ನಗರಿ ಬೆಂಗಳೂರು, ಈಗ ಸ್ಟಾರ್ಟ್ ಅಪ್‌ಗಳಿಗೆ ಅದ್ಭುತ ಕ್ಷೇತ್ರವಾಗಿದೆ.
The world is coming to innovate here	ಜಗತ್ತೇ ಇಲ್ಲಿಗೆ ಹೊಸತನಕ್ಕಾಗಿ ಬರುತ್ತಿದೆ.
And hence, when we start year 2020 with positivity and optimism of science and technology driven development, we take one more step in fulfilling our dream.	ಆದ್ದರಿಂದ, ನಾವು ವಿಜ್ಞಾನ ಮತ್ತು ತಂತ್ರಜ್ಞಾನ ಚಾಲಿತ ಅಭಿವೃದ್ಧಿಯ ಸಕಾರಾತ್ಮಕತೆ ಮತ್ತು ಆಶಾವಾದದೊಂದಿಗೆ 2020 ನೇ ವರ್ಷವನ್ನು ಪ್ರಾರಂಭಿಸಿದಾಗ, ನಮ್ಮ ಕನಸನ್ನು ಈಡೇರಿಸುವಲ್ಲಿ ನಾವು ಇನ್ನೂ ಒಂದು ಹೆಜ್ಜೆ ಮುಂದಿಡುತ್ತೇವೆ.
I am also happy to learn that Indias ranking has improved in the Innovation Index to 52	ನಾವೀನ್ಯತೆಯ ಸೂಚ್ಯಂಕದಲ್ಲಿ ಭಾರತದ ಶ್ರೇಯಾಂಕವು 52 ಕ್ಕೆ ಸುಧಾರಿಸಿದೆ ಎಂಬುದು ನನಗೆ ಸಂತಸ ತಂದಿದೆ.
The growth story of India depends on its achievements in the Science & Technology sector	ಭಾರತದ ಪ್ರಗತಿಯು ವಿಜ್ಞಾನ ಮತ್ತು ತಂತ್ರಜ್ಞಾನ ಕ್ಷೇತ್ರದಲ್ಲಿ ಸಾಧನೆಗಳ ಮೇಲೆ ಅವಲಂಬಿತವಾಗಿದೆ.
